id,naslov,objava,letoobjave,zahtevnost,priprava,kolicina,stmnenj,stfoto,zadnjafoto,letofoto,zdravajed
12243,Čokoladna torta za čokoholike,4.2.2009,,4,90,25 cm tortni model,50,16,24.9.2016,,
7219,Rumove kocke,25.9.2006,,3,60,35 kock,25,3,6.1.2009,,
4597,Dober tunin namaz,2.2.2005,,1,15,4 osebe,6,,,,
11810,Dežnikarice v omaki,11.10.2008,,2,30,,46,2,9.11.2008,,
5707,Potičke,9.11.2005,,3,,,26,6,25.12.2015,,
5712,Marmorni kolač,11.11.2005,,3,,,13,4,4.10.2016,,
13787,Kitajska kislo pekoča juha,10.5.2010,,3,90,4 osebe,21,5,5.1.2016,,
15606,Paradižnikova omaka z zelenjavo,17.8.2011,,2,120,5 manjših kozarcev,36,3,1.9.2012,,
19063,"Božični (velikonočni, praznični) venec ali  torta "" Angelica """,29.11.2013,,3,180,,58,20,1.1.2014,,
3721,Ocvrti kaneloni s šunko in sirom,2.6.2004,,3,45,10 kosov,41,6,11.10.2014,,
20339,Piškotna torta z Nutello,12.4.2015,,2,60,,25,5,8.3.2016,,
6912,Kifeljčki s sirom,18.7.2006,,1,,,30,5,10.3.2011,,
19352,Irish cream - vanilijevo - mascarpone rezine,6.2.2014,,2,30,"Za pekač 30x25cm, cca 12 rezin",18,4,9.6.2014,,
16897,Rižota,2.4.2012,,2,45,za 3 osebe,24,1,2.4.2012,,
2540,Carski praženec v pečici,12.4.2003,,1,,,27,1,22.7.2008,,
4599,Krompiruša (krompirjev štrudel),2.2.2005,,2,45,4,41,1,8.2.2009,,
6112,Preprost biskvit,17.2.2006,,2,,,12,,,,
18051,Pisana pogača,15.1.2013,,3,75,,32,15,30.3.2014,,
10127,Fruc rezine,6.6.2007,,2,60,,29,7,25.7.2015,,
13886,Lahka kremna torta z bananami,15.6.2010,,3,75,8 kosov,16,5,10.10.2011,,
7249,Figova marmelada,1.10.2006,,1,,,31,1,16.10.2006,,
6227,Polnjene paprike s krompirjem,13.3.2006,,2,,4osebe,50,8,26.10.2014,,
3679,Topli sendviči malce drugače,14.5.2004,,1,,,29,1,6.10.2008,,
2972,Blitva s krompirjem,11.11.2003,,1,,,22,2,23.7.2012,,
9404,Lignji iz pečice,20.12.2006,,3,,za 4 osebe,29,6,16.7.2011,,
1518,Metrsko pecivo,29.11.2001,,3,,caa 40 rezin,19,13,24.11.2011,,
13889,Beli hlebčki,18.6.2010,,2,90,,36,8,30.1.2014,,
13149,Jabolčna torta - zelo dobra,4.11.2009,,3,90,za 6 oseb,18,4,11.2.2014,,
4790,Tiramisu brez jajc,13.3.2005,,1,,10 porcij,26,2,28.8.2014,,
6493,Ješprenjeva solata,25.4.2006,,1,,3,21,2,30.4.2015,,
14939,Pašta-fižol po receptu none Marije,29.3.2011,,2,75,,3,2,16.3.2011,,
6136,Kremne rezine,22.2.2006,,2,,,53,10,20.1.2014,,
8336,Martinova pojedina,25.12.2006,,3,,,28,5,17.11.2012,,
12707,Bučkerelice,17.6.2009,,1,45,4 čolnički,73,13,16.11.2011,,
13185,Marelični cmoki iz skutnega testa,13.11.2009,,2,60,Za 4 osebe,11,4,22.10.2011,,
14381,Kokosove kremne rezine,6.11.2010,,3,75,,21,2,29.3.2013,,
13583,"Kruh, ki vedno uspe",9.3.2010,,1,60,,30,5,17.11.2013,,
5919,Črno - beli piškoti,5.1.2006,,2,,50,45,13,30.11.2015,,
3912,Pita iz bučk,6.8.2004,,1,,,36,8,8.7.2013,,
5412,Nadevani lignji,20.9.2005,,3,120,,43,6,2.5.2015,,
14972,Poletna osvežitev,5.4.2011,,2,60,,14,7,12.6.2012,,
7198,Slivova pita,20.9.2006,,3,,,21,14,5.1.2016,,
10150,Malinovi polnozrnati zalogajčki,14.6.2007,,1,45,30 piškotov,61,16,16.11.2014,,
16298,Rebrca po ameriško,28.12.2011,,2,120,4,15,3,15.11.2012,,
1502,Ajdova kaša s šampinjoni,27.11.2001,,1,,4,24,2,4.5.2014,,
3253,Pecivo s kislo smetano,17.2.2004,,1,,,22,4,8.1.2009,,
2445,Belokranjska pogača,11.3.2003,,1,45,,40,8,21.7.2014,,
12377,Šamrole - prave,7.3.2009,,4,120,cca 20kom,39,9,14.5.2012,,
3285,Sadne košarice,23.2.2004,,3,,,38,19,20.6.2016,,
16257,Zasnežene skalce,21.12.2011,,3,75,do 30 piškotov,22,4,8.5.2012,,
9595,Gratinirana cvetača,23.1.2007,,3,45,4 osebe,21,6,6.8.2013,,
3842,Jabolčni zavitek,16.7.2004,,1,,,15,8,30.3.2015,,
10645,Enostaven atomski štrudelj,4.11.2007,,2,60,,12,3,6.10.2013,,
12915,Damini poljubi (Baci di dama) malo drugače,3.9.2009,,1,30,,82,13,4.4.2016,,
406,Skutin kolač z marelicami,15.5.2000,,2,60,,34,5,1.10.2015,,
10275,Rafaelo kocke,1.8.2007,,2,75,,12,2,22.11.2015,,
8350,Lena baba,2.12.2006,,1,45,,22,1,9.12.2008,,
12955,Paprikin namaz,15.9.2009,,2,180,"6 do 7, 700 g kozarcev",11,3,8.9.2013,,
2013,Cookiji,9.9.2002,,1,,,96,14,26.1.2016,,
13,Goveja juha,16.6.1998,,1,,,40,4,27.3.2016,,
418,Panna Cotta,16.11.2000,,1,,,34,5,26.6.2013,,
6406,Pehtranova rezina,12.4.2006,,2,,,20,5,27.9.2015,,
6440,Bučkin narastek s skuto,16.4.2006,,2,,6 kosov,17,3,10.10.2007,,
8122,"Gratinirane testenine s špinačo, pršutom in skuto",15.10.2006,,2,,6 kosov,19,1,29.9.2006,,
6312,Malinine rezine,26.3.2006,,3,,pekač cca 40 x 25 cm,63,16,15.1.2012,,
2561,Ace rezine,22.4.2003,,1,,,15,6,25.1.2015,,
15909,Dober krompir iz pečice,5.11.2011,,2,90,,18,4,17.11.2011,,
12211,Kvinoja,27.1.2009,,2,30,za 2 osebi,17,4,17.11.2013,,
9855,Čokoladna torta Rok,19.3.2007,,3,60,16 kosov,32,9,15.7.2013,,
3059,Goveji trakovi v omaki,24.12.2003,,1,,4,30,3,21.2.2011,,
7098,Kvašeni slani rogljički,1.9.2006,,1,60,,25,5,20.6.2016,,
11819,Antilska temna torta,13.10.2008,,3,4+ ur,,35,5,27.1.2015,,
6862,Krompirjeve kroglice s sirom in sezamom,6.7.2006,,2,,za 4 lačne jedce,37,4,12.12.2008,,
4290,Kremšnite,9.11.2004,,3,,,38,5,26.4.2010,,
9988,Spomladansko pecivo,21.4.2007,,2,75,,20,1,20.4.2007,,
11037,Kokosova bajadera,4.2.2008,,2,60,,17,7,23.9.2012,,
17266,Bučne kocke,9.6.2012,,1,60,za fajn druščino ob žaru,20,8,27.5.2015,,
4723,Brokolijeva kremna juha,1.3.2005,,2,,,40,4,29.8.2015,,
1728,Bananin marmorni kolač,27.2.2002,,3,,za 12 malo večjih kosov,31,9,17.8.2011,,
6755,Balzamični piščanec s pršutom,14.6.2006,,2,,za 3 osebe,53,4,2.6.2013,,
2872,Ketchup za pizzo,17.9.2003,,1,240,,21,2,8.9.2007,,
5351,Sadna torta,7.9.2005,,2,90,,38,7,26.2.2009,,
7091,Bela pita,31.8.2006,,3,45,,17,4,2.8.2014,,
10104,Svež češnjev biskvit,26.5.2007,,2,30,standarden pekač,19,4,20.6.2016,,
11380,Bela tropska torta,28.4.2008,,4,4+ ur,,129,15,15.12.2012,,
5702,Žličniki,6.11.2005,,1,,3-4 osebe,25,1,4.9.2007,,
7286,Slane štručke (slanci),8.10.2006,,2,,10 - 12 kosov,37,13,20.11.2012,,
14662,Snežaki,16.1.2011,,3,120,8 kosov,27,9,8.3.2013,,
11111,Kobariški štruklji ( po receptu  mame Pepce ),25.2.2008,,4,120,odvisno od velikosti strukljev,45,10,5.3.2012,,
13163,"Polžki, polnjeni s sirom",6.11.2009,,3,90,za več oseb,19,4,28.10.2009,,
9622,Meso v pečici malo drugače,28.1.2007,,1,75,4 osebe,21,3,20.12.2008,,
10708,Smetanove rezine z orehi,20.11.2007,,3,60,,40,8,24.1.2013,,
12177,Ameriška jabolčna pita,20.1.2009,,2,90,6 do 8 oseb,50,9,4.6.2014,,
1503,Domači prijatelj,27.11.2001,,1,,,9,2,19.8.2010,,
3024,Cimetove zvezde,10.12.2003,,1,,70 zvezd,66,17,15.1.2009,,
2922,Piščanec s krompirjem,7.10.2003,,1,60,4 osebe,46,2,15.1.2008,,
5565,Čoko - koko muffini,11.10.2005,,2,60,24 muffinov,32,13,9.6.2015,,
5752,Hitra lazanja,22.11.2005,,2,,za 6-7 oseb,44,1,24.6.2009,,
12791,listnato testo z različnimi nadevi,20.7.2009,,1,45,,20,5,8.3.2013,,
12127,"Čoko banana rezine, ki ga očarajo",11.1.2009,,2,120,16 velikih kosov,30,5,21.11.2009,,
3170,Zdrobov narastek z jabolki,30.1.2004,,1,,,12,2,19.9.2010,,
13063,Zelenjavni namaz,12.10.2009,,2,30,,19,4,7.9.2015,,
3106,Domači puding,9.1.2004,,3,,2 osebi,41,5,21.1.2016,,
10029,Mešano meso izpod peke,5.5.2007,,2,120,za deset oseb,12,4,27.12.2014,,
14317,Zajec v omaki,25.10.2010,,2,60,Za 3 osebe,6,2,24.7.2011,,
11682,Breskvice,6.9.2008,,3,180,120 kosov,65,18,25.12.2015,,
3026,Huzarski krapki,10.12.2003,,1,,,19,5,19.9.2014,,
5842,Čokoladno - kokosovo pecivo,9.12.2005,,3,,,12,2,8.9.2013,,
16725,Črni gozdiček v kozarcu,17.2.2012,,1,15,6 kozarcev,7,6,28.2.2015,,
4155,Polnozrnat kruh s semeni,13.10.2004,,1,,,26,3,19.9.2014,,
5962,Mešana morska solata,15.1.2006,,1,,za 10 oseb,42,3,12.1.2009,,Bolj zdrava jed
10709,Sočna jabolčna pita,20.11.2007,,3,120,,13,3,5.11.2013,,
4097,Polpeti iz mletega mesa in bučk,2.10.2004,,2,,,19,2,13.5.2009,,
10035,Salsa -Tuna tortilje,7.5.2007,,1,15,za 2 tortilji,21,3,1.10.2015,,
13904,Piščančji file v najboljši smetanovi omaki in s pečenim krompirjem,29.6.2010,,2,75,2 osebi,16,1,1.8.2010,,
14486,Red and White Cookies,3.12.2010,,2,60,40 piškotov,44,11,29.4.2013,,
5771,Švedski piškoti,26.11.2005,,3,,,78,14,12.12.2014,,
5193,Zrezki v smetanovi omaki,23.7.2005,,2,30,2,14,1,1.9.2008,,
2027,Sočno pecivo,16.9.2002,,1,,,19,2,28.4.2016,,
4470,Svinjski kare v omaki,5.1.2005,,2,,,22,3,7.10.2010,,
4817,Puranji zvitki z bučko in sirom,19.3.2005,,3,,2,30,5,14.4.2014,,
5234,Kumarična omaka,8.8.2005,,1,,,19,1,15.2.2006,,
3167,''Šoštajgelni''-neke vrste slaniki,30.1.2004,,3,,,12,4,10.1.2015,,
12286,Keksi moje babice  (na mesoreznico),14.2.2009,,1,90,"cca  1,5 kg",21,5,3.12.2013,,
14825,Enostavne kremšnite,2.3.2011,,3,30,za 12 kosov,11,8,1.11.2015,,
1466,Pecivo z jagodami in pudingom,15.11.2001,,1,,,14,2,19.4.2010,,
153,Francoski rogljički,26.6.1998,,1,,,17,8,7.5.2013,,
11608,Lasagna Bolognese,11.8.2008,,2,120,,12,2,18.12.2015,,
8091,Ajvar,10.10.2006,,1,90,,16,2,25.8.2014,,
13134,Gratinirani puranji zrezki,30.10.2009,,2,45,za 2 odrasla in 2 malčka,10,3,5.7.2014,,
12684,Ježki,10.6.2009,,3,60,,16,7,9.11.2014,,
12365,Falafel,3.3.2009,,4,90,4 osebe,27,7,6.2.2014,,
6894,Baklava,13.7.2006,,3,,,59,5,11.7.2011,,
14204,Enostavni čokoladni muffini,24.9.2010,,2,30,12 mufinov,9,5,13.4.2012,,
14088,Krompirjev golaž,23.8.2010,,1,90,za 4 osebe,17,4,15.8.2012,,
190,Porov narastek,1.7.1999,,1,,,15,4,6.10.2010,,
8255,Boranija II (stročji fižol),11.11.2006,,2,,,21,3,4.3.2013,,
6347,Borovničeva pita,3.4.2006,,1,,8 oseb,45,9,8.11.2014,,
10113,Rolada z jagodno - mascarpone kremo,31.5.2007,,1,60,18 koščkov,36,8,21.7.2014,,
18548,Rolada žirafa,6.6.2013,,3,90,,23,9,18.1.2016,,
5066,Enolončnica z mletim mesom,10.6.2005,,1,,za štiri osebe,13,1,11.11.2008,,
20044,Torta piškotek (Cookies torta),24.10.2014,,2,90,15-20 kosov,23,11,27.9.2015,,
4405,Zeljna juha za hujšanje,15.12.2004,,1,,,21,,,,
12047,Empanade,18.12.2008,,2,60,za 6-8 oseb,14,9,1.11.2011,,
8098,Slivova marmelada a la Gerberaa,11.10.2006,,3,,,14,2,31.8.2009,,
7276,Tople kumare s krompirjem,6.10.2006,,2,,,41,3,27.8.2010,,
1697,Kokosovi piškoti,18.2.2002,,1,,,14,4,14.10.2014,,
3646,Čokoladna pita,2.5.2004,,2,120,za pekač za pite premera 24-28 cm,33,7,27.3.2015,,
15962,Lepinja - somun,15.11.2011,,3,120,4 kosi,18,16,28.9.2013,,
11995,Klepetalka,6.12.2008,,3,120,pekač iz pečice (globok),55,11,5.3.2010,,
4333,Nebeška pita,20.11.2004,,3,4+ ur,30 koščkov,51,8,6.1.2013,,
12017,Borovničev zavitek s skuto,11.12.2008,,2,60,,14,2,29.6.2016,,
5051,Idrijski žlikrofi,7.6.2005,,2,,150 kosov (4 - 6 oseb),40,10,24.1.2013,,
10765,Kaneloni na drugačen način,5.12.2007,,2,60,,17,3,9.5.2011,,
14273,Mongolska govedina,17.10.2010,,3,240,za 2 osebe,10,11,18.5.2014,,
9510,Metin sirup,4.1.2007,,1,,,21,1,24.6.2013,,
14120,najokusnejša gobova juha,31.8.2010,,3,120,za 4osebe,17,1,4.9.2011,,
5731,Mesni polpeti,16.11.2005,,1,,za 8 polpetov,19,1,29.6.2007,,
10848,Hrenovke v testu,24.12.2007,,1,60,5 oseb,21,3,1.7.2009,,
763,Prežganka,8.2.2001,,1,,4 do 5 oseb,11,2,26.1.2016,,
3507,Tatarski biftek,3.4.2004,,1,,,19,1,2.1.2012,,
11055,Božanska pica,9.2.2008,,3,120,pica s premerom 25 cm,19,5,22.7.2010,,
865,Enostavna in dobra torta,2.3.2001,,1,,8-12 oseb,12,4,20.10.2009,,
13450,Štruklji - hitro narejeni,25.1.2010,,2,30,za 4 osebe,21,8,2.7.2013,,
13301,"Domači prijatelj ""ati zlati""",16.12.2009,,3,180,ogromno,24,11,11.12.2013,,
11530,Zajčja obara,11.7.2008,,2,75,4,10,1,29.6.2008,,
11886,Pisana zelenjavna pita,8.11.2008,,3,60,1 pita-prb. 5 oseb,12,6,29.3.2013,,
4117,Fini piškoti na stroj,6.10.2004,,3,,,25,2,26.3.2007,,
12291,Vložene breskve,17.2.2009,,2,45,,25,1,16.2.2009,,
16368,Clintonov kolač,4.1.2012,,3,45,4-7 oseb.,12,2,6.5.2015,,
6540,Sirove mini štručke,3.5.2006,,2,,,25,5,22.1.2012,,
9696,Vrhniške kremne rezine,12.2.2007,,3,4+ ur,12 rezin (8 x 8 cm),32,9,24.12.2012,,
9418,Prtinkuš piškoti,21.12.2006,,2,60,,25,16,2.12.2014,,
13684,Biskvit za vse priložnosti,6.4.2010,,1,60,za veliko torto,41,8,8.2.2011,,
13128,Guiness čokoladna torta,29.10.2009,,2,90,12 kom,58,11,18.8.2014,,
12686,Torta stracciatella z jagodami,11.6.2009,,3,60,8 kosov,17,9,4.5.2014,,
4549,Torta vredna greha - čokoladna,24.1.2005,,1,,,58,8,25.12.2009,,
14618,Najboljše pecivo z jabolki,5.1.2011,,2,75,,19,8,8.2.2011,,
4486,Sirova omaka za njoke ali testenine,7.1.2005,,1,,za 6 oseb,8,,,,
20384,Jabolčne rožice,5.5.2015,,2,120,24 ,25,14,13.10.2016,,
8160,Sataraš,22.10.2006,,1,30,,34,9,6.7.2015,,
12158,Orehovo marmeladna rolada iz krhkega testa,17.1.2009,,1,45,pekača 11x18 za eno rolado,61,13,18.8.2012,,
17076,Bounty,23.4.2012,,3,90,,9,5,17.4.2016,,
4664,Ajdovi štruklji s skuto,15.2.2005,,2,,,25,2,6.1.2009,,
14069,Vložene kisle bučke,13.8.2010,,2,75,,7,1,19.8.2010,,
16376,Bela pletenica,4.1.2012,,2,180,1 kg,14,10,3.2.2015,,
3533,Belgijski vaflji,5.4.2004,,3,,,16,3,4.11.2014,,
1204,Torta Pavlova na način moje mame Angelce,26.6.2001,,1,,6 porcij,27,16,30.11.2014,,
2635,Vanilijev liker,2.6.2003,,1,,,57,6,27.12.2011,,
6814,Klobučki,26.6.2006,,2,,,42,19,21.11.2013,,
13307,Miklavževi hudički,17.12.2009,,3,120,Za 8 kosov,16,25,12.12.2015,,
14171,Česnova kremna juha,15.9.2010,,2,90,za 5 oseb,15,1,6.9.2010,,
5999,Jajca na oko,26.1.2006,,2,,,32,7,26.11.2011,,
12223,Žametna limonina torta,30.1.2009,,4,4+ ur,Torta 18 cm premera,59,7,12.4.2011,,
11421,Mozart torta po moje,17.5.2008,,4,4+ ur,,68,20,11.5.2014,,
3378,Korenčkovi piškoti,12.3.2004,,2,,,37,6,13.1.2015,,
8386,Črno - bele spirale,8.12.2006,,2,30,,19,4,11.4.2013,,
3781,Čufti po domače ali mesne kroglice,21.6.2004,,1,,za 4. osebe,22,4,22.5.2008,,
18449,Pecivo s pudingom in smetano,7.5.2013,,2,60,,20,5,6.1.2014,,
8381,Parkeljni,8.12.2006,,2,,,55,27,17.12.2014,,
17564,Domači ajvar,1.9.2012,,2,45,,17,5,25.10.2013,,
9858,Bačo torta,19.3.2007,,2,,,40,7,28.1.2014,,
20355,Piščančji tunel,21.4.2015,,2,75,5 oseb,13,7,2.7.2015,,
11061,Panna cotta,14.2.2008,,2,90,10 oseb (po 1dcl),36,5,3.4.2010,,
7021,Kremast sladoled,18.8.2006,,1,15,,44,3,23.7.2008,,
13115,Tunine polpete,26.10.2009,,1,45,,35,9,13.3.2014,,
12002,Sanjski čokoladno čokoladni piškoti,8.12.2008,,2,30,,41,7,16.11.2015,,
1211,Borovničev liker,2.7.2001,,1,,,18,1,1.7.2010,,
8208,Dukati - Cekini,31.10.2006,,2,120,,54,16,9.5.2011,,
3198,Skutin kolač,6.2.2004,,1,45,,43,9,26.11.2014,,
1970,Dobre rezine,28.8.2002,,1,,,13,3,13.6.2012,,
11566,Zelenjavna mineštra s cmočki,23.7.2008,,1,60,,5,3,7.9.2011,,
15058,Chocolate crackles / Razpokani piškoti,30.4.2011,,3,180,24,28,9,23.2.2012,,
12654,Bingo torta,3.6.2009,,3,90,,20,12,21.10.2012,,
2441,Apple crumble,7.3.2003,,1,,,60,7,4.8.2014,,
3201,Korenčkov sok,7.2.2004,,1,120,,30,4,2.9.2016,,
17359,Krompirjevi žepki,4.7.2012,,2,90,25-30 kosov,5,8,27.8.2012,,
12134,Jogurtovi žepki,12.1.2009,,2,120,,7,6,15.2.2016,,
10264,Skutina pita z borovnicami,27.7.2007,,1,90,,15,3,8.1.2009,,
853,Vliti šarkelj,20.2.2001,,3,,,16,9,6.1.2014,,
6752,Parmigiana,13.6.2006,,1,,pekač,27,3,7.12.2013,,
17225,Skutno-jogurtove rezinice (pita),26.5.2012,,2,60,pekač z dimenzijami 18x34 cm,7,4,12.9.2012,,
10176,Rolada z malinami in mascarponejem,25.6.2007,,2,30,15-20 koščkov,10,3,5.11.2013,,
8111,Španski vetrci - pence,14.10.2006,,1,,,27,9,27.6.2016,,
3313,Lena gospodinja,28.2.2004,,1,,,20,1,28.1.2010,,
10802,Vroča čokolada (kot v lokalu),13.12.2007,,1,15,za 6 - 7 oseb,22,2,25.1.2014,,
12738,Melisin sirup,29.6.2009,,1,90,12 l,9,2,8.10.2012,,
8357,Rozen torta - malo drugače,3.12.2006,,3,4+ ur,,154,23,24.9.2016,,
5577,Boeuf Stroganoff,13.10.2005,,2,,,19,1,28.10.2010,,
9411,Lubenice,20.12.2006,,3,,8,55,13,11.4.2013,,
5713,Sirov burek,11.11.2005,,3,,,15,2,19.4.2014,,
5145,Lignji v ponvi za začetnike,8.7.2005,,1,,,22,1,26.1.2009,,
11966,Valizerski rženi kruh,30.11.2008,,2,180,,34,24,27.3.2016,,
18332,Peklensko dobra torta,3.4.2013,,2,90,,74,11,24.6.2013,,
4411,Čokoladni sendvič,12.12.2004,,1,240,30 koščkov,41,3,26.7.2010,,
12253,Skutin narastek,6.2.2009,,1,45,,22,2,31.1.2013,,
309,Češnjeva pita,20.7.2000,,1,,,15,2,8.6.2011,,
13954,"Hruškova marmelada "" Hrušmuš""",16.7.2010,,1,60,500-600 g,41,5,14.9.2015,,
13088,"Saj ne morem verjet, da je to bučkina pita...",19.10.2009,,1,90,,63,12,22.11.2015,,
9871,Kifeljčki,22.3.2007,,2,180,100 mini kifeljčkov,67,19,14.4.2014,,
5775,Makaronova solata,27.11.2005,,1,,za 6 oseb,3,1,25.3.2009,,
10379,Slastno pecivo s slivami,28.8.2007,,2,75,,30,4,22.10.2010,,
4349,Langaš z jogurtom,23.11.2004,,1,,4 osebe,30,1,12.1.2011,,
4472,Orehovi rogljički (brez jajc in mleka),5.1.2005,,1,60,,25,1,7.1.2005,,
1686,Čokoladno - vanilijeva ledena torta,11.2.2002,,3,,,37,3,29.6.2010,,
2102,Kocke Esmeralda,24.10.2002,,3,,,13,5,27.2.2014,,
11605,Vložene narezane kumarice,9.8.2008,,2,75,,22,1,3.8.2008,,
9503,Ajdova kaša z brstičnim ohrovtom,5.1.2007,,1,60,za 2 osebi,29,3,3.3.2008,,Bolj zdrava jed
2666,Rdeča kapica,11.6.2003,,1,,,22,6,15.5.2013,,
11974,Ameriške palačinke s pomarančnim sokom,2.12.2008,,1,15,,43,6,11.1.2013,,
756,Ričet,7.2.2001,,1,,4 do 6 oseb,8,2,10.6.2009,,
13006,Ajvar iz zelenih paradižnikov,27.9.2009,,2,180,cca 10 kg,17,1,6.10.2013,,
15941,Krompirjev golaž,11.11.2011,,2,120,Za 8 oseb,10,1,15.11.2011,,
15416,Švedski cimetovi kolački - Kanelbullar,7.7.2011,,4,120,za 40 kolačkov,25,10,6.2.2016,,
9778,Zelenjavni narastek,26.2.2007,,2,,za 4 osebe.8 kosov,11,1,29.10.2008,,
5024,Cvetačna juha,28.5.2005,,3,30,4 osebe,4,2,12.2.2016,,
12133,Kokosovi rogljički,12.1.2009,,2,90,,7,4,8.3.2012,,
11931,Narastek MM,24.11.2008,,2,90,5 oseb,28,8,8.5.2015,,
17196,Skutino-češnjev štrudelj,18.5.2012,,2,60,za več sladkosnednežev,45,12,12.7.2013,,
11138,Piškoti za žlehtnobe,2.3.2008,,3,120,,31,3,26.5.2014,,
4607,Kokosovi rogljički,4.2.2005,,1,,,22,11,19.12.2011,,
16184,Slani polžki,12.12.2011,,1,60,16 kosov,9,6,9.6.2012,,
1256,Jogurtova strjenka,30.7.2001,,1,,za 10 oseb,14,1,18.1.2007,,
3649,Paradižnikova juha,3.5.2004,,1,,,11,2,12.12.2011,,
7127,Ovsene ploščice,7.9.2006,,1,60,pekač iz pečice (cca. 16 ploščic),61,12,14.12.2014,,
6837,Češnjev štrudelj,30.6.2006,,2,,2 zavitka,18,1,20.6.2006,,
466,Gobova omaka za testenine,30.11.2000,,1,,,14,1,4.9.2007,,
11567,Polževa hišica,23.7.2008,,3,60,dva rebrasta modela,23,11,31.5.2011,,
10083,Višnjeve kroglice,18.5.2007,,2,60,30 kroglic,23,7,25.12.2015,,
10724,Piščanec z arašidi,23.11.2007,,2,30,4 osebe,10,4,27.10.2015,,
8085,Lignji po egejsko,9.10.2006,,2,,za dve osebi,50,3,26.5.2014,,
13745,Šparglji v omaki,24.4.2010,,1,15,Za 4 osebe,6,,,,
10752,Testomat keksi,1.12.2007,,2,30,3 veliki pekači,44,6,19.8.2010,,
12547,Potica z orehi in skuto (potratna potica),25.4.2009,,3,180,,12,7,28.12.2013,,
11349,Morska bomba,19.4.2008,,2,45,za 4 - 5 oseb,20,4,6.9.2012,,
1752,Rižota z morskimi sadeži,14.3.2002,,1,,4,9,1,4.1.2010,,
13682,"Polnjena ""filana"" paprika",6.4.2010,,1,60,,10,5,1.9.2012,,
5898,Jabolčno - skutni zavitek,23.12.2005,,2,,,13,5,18.5.2014,,
18695,Fantastične vložene bučke,18.7.2013,,2,75,4 kozarčki po 370 ml,39,3,5.8.2015,,
16671,Biskvit šefa tort,9.2.2012,,2,45,,24,3,5.4.2012,,
11131,Skutno - sadno pecivo,29.2.2008,,3,75,,7,4,29.8.2013,,
5824,Vložena mešana solata,6.12.2005,,2,180,,54,2,7.10.2006,,
12008,Špecli (Spaetzle),10.12.2008,,1,15,,46,4,21.2.2012,,
5817,Zvite palčke,5.12.2005,,2,,,25,8,30.3.2014,,
5910,Brstični ohrovt v omaki,28.12.2005,,1,15,,23,1,17.11.2006,,
5467,"""Cepkane""  paprike",23.9.2005,,3,,ozimnica,116,10,18.1.2011,,
2684,Bučne polpete,20.6.2003,,1,,,63,7,4.11.2013,,
6707,Vipavski štruklji,7.6.2006,,3,,,21,2,19.10.2008,,
3637,Keksi na strojček,29.4.2004,,1,,,24,2,13.7.2009,,
4344,Domača skuta ali slani sir,22.11.2004,,1,30,600 g,59,3,3.9.2009,,
14488,Piščančja obara,3.12.2010,,1,60,2 osebi,5,2,11.4.2014,,
4491,Zdrobovi cmoki,8.1.2005,,1,,,51,2,13.1.2009,,
9542,Figove kroglice,13.1.2007,,1,,,25,7,2.11.2011,,
5777,Bajadera,27.11.2005,,2,,,13,2,4.1.2007,,
7279,Pečena polenta,6.10.2006,,2,,,4,2,3.1.2015,,
13342,Domača tičino masa,27.12.2009,,2,15,1kg,33,20,4.3.2015,,
14694,Čokoladna krema na sadnem želeju,27.1.2011,,3,120,za šest oseb,29,7,1.1.2014,,
1818,Prekmurska gibanica,28.4.2002,,3,,,13,1,22.1.2010,,
14057,Malinov sladoled z mascarponejem in smetano,10.8.2010,,1,5,1000 ml sladoleda,33,4,10.8.2010,,
16252,Kljukuša,19.12.2011,,2,30,,13,4,26.1.2012,,
10917,Slane palčke,9.1.2008,,2,60,,19,4,11.9.2012,,
9448,Fini orehovi keksi,23.12.2006,,2,,,20,3,11.5.2015,,
4294,Vložena paprika,11.11.2004,,1,,,5,3,24.8.2015,,
6562,Fižolova juha,8.5.2006,,1,,za 4 osebe,27,3,6.2.2016,,
7215,Medvedove šape,24.9.2006,,3,,čez 100 piškotov,31,5,27.9.2014,,
12379,"Kaneloni - mesni, sir - šunka, hrenovke",7.3.2009,,3,120,24 kom,23,8,20.9.2015,,
14754,Pečen krompir s sirom,11.2.2011,,2,45,4 osebe,4,5,11.10.2012,,
15869,Njoki brez krompirja,27.10.2011,,1,15,2 osebi,11,3,27.10.2011,,
13203,Praznična Potica,19.11.2009,,3,120,,12,8,28.3.2016,,
6343,Kokosovo - orehove rezine,2.4.2006,,3,,,5,3,16.1.2011,,
1938,Jabolčno pecivo,16.8.2002,,1,,,22,1,24.4.2013,,
17479,Pizza palačinke,6.8.2012,,2,60,3 osebe,10,3,9.8.2012,,
6591,Prebranec po moje,14.5.2006,,1,,,11,4,12.4.2013,,
5685,Orehovi polžki,2.11.2005,,2,,40 piškotov,35,3,14.4.2009,,
14333,Makaroni v pečici,27.10.2010,,1,45,Za 2 osebi,7,1,15.10.2010,,
2433,Jabolčna pita,5.3.2003,,1,,12,29,9,5.7.2014,,
1395,Buzara s škampi,23.10.2001,,3,,,18,2,30.12.2009,,
5230,Jogurtov biskvit,6.8.2005,,1,,,33,7,4.8.2015,,
6086,Riba v pečici z mešano zelenjavo,12.2.2006,,2,,za 2 osebi,19,4,4.5.2009,,
3109,Rafaelo,11.1.2004,,1,,,32,8,19.4.2013,,
